* This data was exported from the Dayton Audio Test System: DATS
*
* Piston Diameter = 0 mm
* f(s)= 0 Hz
* R(e)= 0 Ohms
* Z(max)= 0 Ohms
* Q(ms)= 0
* Q(es)= 0
* Q(ts)= 0
* V(as)= 0 liters     (0 cubic feet)
* L(e)= 0 mH
* n(0)= 0 %
* SPL= 0 1W/1m
* M(ms)= 0 grams
* C(ms)= 0 mm/N
* BL= 0 
* K(r)= 1178 
* X(r)= -0.01519 
* K(i)= 0.006311 
* X(i)= 0.7473 
*
*
Freq            Impedance       Phase
90.510    	35.482    	-84.350    
93.162    	34.481    	-84.133    
95.892    	33.401    	-83.778    
98.701    	32.350    	-83.448    
101.594    	31.386    	-83.204    
104.571    	30.457    	-82.867    
107.635    	29.529    	-82.479    
110.789    	28.612    	-82.199    
114.035    	27.800    	-81.824    
117.377    	26.963    	-81.429    
120.816    	26.142    	-81.107    
124.356    	25.377    	-80.639    
128.000    	24.588    	-80.275    
131.751    	23.873    	-79.861    
135.611    	23.127    	-79.377    
139.585    	22.469    	-78.996    
143.675    	21.774    	-78.441    
147.885    	21.116    	-78.050    
152.219    	20.513    	-77.485    
156.679    	19.879    	-77.041    
161.270    	19.270    	-76.426    
165.995    	18.697    	-75.958    
170.860    	18.134    	-75.318    
175.866    	17.602    	-74.806    
181.019    	17.072    	-74.147    
186.324    	16.590    	-73.584    
191.783    	16.066    	-72.941    
197.403    	15.585    	-72.221    
203.187    	15.131    	-71.605    
209.141    	14.672    	-70.882    
215.269    	14.228    	-70.111    
221.577    	13.799    	-69.370    
228.070    	13.374    	-68.593    
234.753    	12.986    	-67.751    
241.632    	12.593    	-66.878    
248.712    	12.211    	-65.978    
256.000    	11.828    	-65.038    
263.501    	11.463    	-64.003    
271.223    	11.104    	-62.921    
279.170    	10.758    	-61.749    
287.350    	10.423    	-60.501    
295.770    	10.093    	-59.148    
304.437    	9.781    	-57.674    
313.358    	9.484    	-56.050    
322.540    	9.204    	-54.222    
331.991    	8.946    	-52.282    
341.719    	8.714    	-50.126    
351.732    	8.511    	-47.778    
362.039    	8.357    	-45.190    
372.647    	8.261    	-42.449    
383.567    	8.235    	-39.657    
394.806    	8.276    	-36.944    
406.375    	8.396    	-34.528    
418.282    	8.573    	-32.439    
430.539    	8.801    	-30.794    
443.155    	9.058    	-29.683    
