"Sens Factor =0.157dB, AGain =18dB, SERNO: 7092330"
10.054	-1.4902
10.179	-1.3470
10.306	-1.2071
10.434	-1.0703
10.564	-0.9368
10.696	-0.8064
10.829	-0.6790
10.964	-0.5547
11.1	-0.4334
11.238	-0.3151
11.378	-0.1998
11.52	-0.0875
11.663	0.0220
11.809	0.1285
11.956	0.2323
12.104	0.3334
12.255	0.4315
12.408	0.5269
12.562	0.6197
12.718	0.7098
12.877	0.7971
13.037	0.8820
13.199	0.9642
13.364	1.0438
13.53	1.1210
13.698	1.1958
13.869	1.2680
14.042	1.3377
14.216	1.4052
14.393	1.4703
14.573	1.5330
14.754	1.5935
14.938	1.6517
15.124	1.7076
15.312	1.7615
15.503	1.8131
15.696	1.8626
15.891	1.9100
16.089	1.9553
16.289	1.9987
16.492	2.0400
16.697	2.0794
16.905	2.1168
17.115	2.1523
17.328	2.1860
17.544	2.2177
17.763	2.2477
17.984	2.2759
18.208	2.3024
18.434	2.3272
18.664	2.3503
18.896	2.3718
19.131	2.3916
19.369	2.4099
19.611	2.4266
19.855	2.4418
20.102	2.4555
20.352	2.4678
20.605	2.4787
20.862	2.4881
21.122	2.4962
21.385	2.5030
21.651	2.5085
21.92	2.5128
22.193	2.5158
22.47	2.5176
22.749	2.5183
23.032	2.5178
23.319	2.5163
23.609	2.5136
23.903	2.5100
24.201	2.5053
24.502	2.4997
24.807	2.4931
25.116	2.4857
25.429	2.4773
25.745	2.4682
26.066	2.4582
26.39	2.4475
26.719	2.4359
27.051	2.4238
27.388	2.4109
27.729	2.3974
28.074	2.3832
28.424	2.3685
28.778	2.3532
29.136	2.3375
29.499	2.3212
29.866	2.3045
30.238	2.2873
30.614	2.2699
30.995	2.2520
31.381	2.2338
31.772	2.2153
32.167	2.1966
32.568	2.1776
32.973	2.1584
33.383	2.1391
33.799	2.1197
34.22	2.1001
34.646	2.0805
35.077	2.0608
35.514	2.0424
35.956	2.0232
36.403	2.0034
36.857	1.9832
37.315	1.9626
37.78	1.9418
38.25	1.9210
38.726	1.9002
39.209	1.8798
39.697	1.8598
40.191	1.8405
40.691	1.8220
41.198	1.8040
41.711	1.7865
42.23	1.7693
42.756	1.7523
43.288	1.7353
43.827	1.7186
44.372	1.7020
44.925	1.6856
45.484	1.6694
46.05	1.6534
46.623	1.6374
47.204	1.6215
47.791	1.6055
48.386	1.5895
48.989	1.5736
49.599	1.5578
50.216	1.5422
50.841	1.5269
51.474	1.5121
52.115	1.4977
52.764	1.4839
53.42	1.4706
54.085	1.4580
54.759	1.4457
55.44	1.4338
56.131	1.4219
56.829	1.4099
57.537	1.3978
58.253	1.3856
58.978	1.3733
59.712	1.3610
60.456	1.3488
61.208	1.3368
61.97	1.3250
62.742	1.3133
63.523	1.3018
64.314	1.2904
65.114	1.2788
65.925	1.2669
66.745	1.2546
67.576	1.2420
68.418	1.2290
69.269	1.2161
70.132	1.2033
71.005	1.1908
71.889	1.1787
72.784	1.1669
73.69	1.1553
74.607	1.1437
75.536	1.1322
76.476	1.1206
77.428	1.1091
78.392	1.0975
79.368	1.0859
80.356	1.0743
81.356	1.0627
82.369	1.0514
83.394	1.0402
84.433	1.0292
85.484	1.0185
86.548	1.0081
87.625	0.9979
88.716	0.9881
89.82	0.9785
90.939	0.9693
92.071	0.9605
93.217	0.9520
94.377	0.9439
95.552	0.9361
96.742	0.9286
97.946	0.9213
99.165	0.9141
100.4	0.9070
101.65	0.9000
102.915	0.8930
104.196	0.8859
105.493	0.8789
106.806	0.8718
108.136	0.8649
109.482	0.8581
110.845	0.8513
112.225	0.8448
113.622	0.8383
115.037	0.8319
116.469	0.8258
117.919	0.8199
119.386	0.8142
120.873	0.8088
122.377	0.8037
123.901	0.7988
125.443	0.7943
127.005	0.7900
128.586	0.7860
130.187	0.7822
131.807	0.7785
133.448	0.7749
135.109	0.7713
136.791	0.7677
138.494	0.7641
140.218	0.7604
141.964	0.7567
143.731	0.7529
145.52	0.7490
147.332	0.7448
149.166	0.7403
151.023	0.7354
152.903	0.7301
154.806	0.7244
156.734	0.7182
158.685	0.7117
160.66	0.7048
162.66	0.6975
164.685	0.6900
166.735	0.6821
168.811	0.6740
170.912	0.6657
173.04	0.6573
175.194	0.6486
177.375	0.6397
179.583	0.6307
181.819	0.6217
184.082	0.6126
186.374	0.6035
188.694	0.5944
191.043	0.5853
193.421	0.5764
195.829	0.5675
198.267	0.5586
200.735	0.5499
203.234	0.5413
205.764	0.5329
208.325	0.5247
210.919	0.5169
